group	fraction_aag_like_cds	fraction_aag_like_3utr
low_clip_control	0.6818181818181818	0.0454545454545454
other	0.7837837837837838	0.2162162162162162
low_clip_control	0.6470588235294118	0.2941176470588235
low_clip_control	0.4705882352941176	0.2352941176470588
low_clip_control	0.7391304347826086	0.2608695652173913
low_clip_control	0.7083333333333334	0.1458333333333333
other	0.25	0.7083333333333334
low_clip_control	0.3333333333333333	0.3333333333333333
other	0.3793103448275862	0.5517241379310345
low_clip_control	0.7142857142857143	0.2857142857142857
high_clip_target	0.2916666666666667	0.6666666666666666
low_clip_control	0.9130434782608696	0.0869565217391304
other	0.2941176470588235	0.4705882352941176
other	0.3809523809523809	0.5714285714285714
other	0.64	0.28
other	0.7647058823529411	0.2352941176470588
low_clip_control	0.6153846153846154	0.358974358974359
low_clip_control	0.4545454545454545	0.4545454545454545
other	0.3214285714285714	0.6071428571428571
low_clip_control	0.875	0.125
low_clip_control	0.903846153846154	0.0192307692307692
other	0.5454545454545454	0.4545454545454545
low_clip_control	0.6666666666666666	0.3333333333333333
low_clip_control	0.3720930232558139	0.6046511627906976
low_clip_control	0.4	0.4666666666666667
other	0.6666666666666666	0.3333333333333333
other	0.6582278481012658	0.3417721518987341
high_clip_target	0.5555555555555556	0.3888888888888889
low_clip_control	0.2916666666666667	0.4583333333333333
other	0.8545454545454545	0.109090909090909
other	0.7142857142857143	0.2857142857142857
low_clip_control	0.4285714285714285	0.3571428571428571
low_clip_control	0.625	0.375
functional_target	0.5238095238095238	0.4285714285714285
other	0.7727272727272727	0.1818181818181818
other	0.2941176470588235	0.7058823529411765
high_clip_target	0.3292682926829268	0.6585365853658537
low_clip_control	0.5	0.5
other	0.6153846153846154	0.3076923076923077
low_clip_control	0.8	0.0
low_clip_control	0.7368421052631579	0.0526315789473684
low_clip_control	0.8	0.0
low_clip_control	0.6086956521739131	0.217391304347826
other	0.4347826086956521	0.4347826086956521
low_clip_control	1.0	0.0
low_clip_control	0.6	0.2
low_clip_control	0.8461538461538461	0.1538461538461538
low_clip_control	0.9090909090909092	0.0909090909090909
low_clip_control	0.8333333333333334	0.1111111111111111
other	0.8888888888888888	0.1111111111111111
other	1.0	0.0
other	0.3793103448275862	0.6206896551724138
other	0.3333333333333333	0.5333333333333333
other	0.2571428571428571	0.7142857142857143
low_clip_control	0.7209302325581395	0.2558139534883721
low_clip_control	0.5853658536585366	0.3658536585365853
low_clip_control	0.8163265306122449	0.1632653061224489
low_clip_control	0.1333333333333333	0.8
low_clip_control	1.0	0.0
low_clip_control	0.6511627906976745	0.1395348837209302
other	0.1666666666666666	0.75
other	0.8301886792452831	0.1698113207547169
other	0.7804878048780488	0.1951219512195122
other	0.1388888888888889	0.8333333333333334
other	0.825	0.125
low_clip_control	0.7407407407407407	0.2592592592592592
other	0.1052631578947368	0.7368421052631579
other	0.8571428571428571	0.1428571428571428
low_clip_control	0.7777777777777778	0.0
low_clip_control	0.1538461538461538	0.8461538461538461
low_clip_control	0.5	0.4375
other	1.0	0.0
low_clip_control	0.8333333333333334	0.0952380952380952
other	0.4	0.575
other	0.5	0.5
other	1.0	0.0
low_clip_control	0.6842105263157895	0.1052631578947368
other	1.0	0.0
low_clip_control	0.5263157894736842	0.3157894736842105
low_clip_control	0.7435897435897436	0.2564102564102564
low_clip_control	0.3191489361702128	0.6808510638297872
other	0.6538461538461539	0.3269230769230769
low_clip_control	0.8571428571428571	0.1428571428571428
other	0.4545454545454545	0.4545454545454545
low_clip_control	0.5714285714285714	0.1428571428571428
other	0.4	0.5333333333333333
low_clip_control	0.3529411764705882	0.1764705882352941
other	0.625	0.0
low_clip_control	0.75	0.05
low_clip_control	0.8214285714285714	0.1428571428571428
low_clip_control	0.9	0.0
other	0.9774436090225564	0.0225563909774436
low_clip_control	0.2653061224489796	0.7142857142857143
low_clip_control	0.4285714285714285	0.4285714285714285
other	0.4285714285714285	0.3809523809523809
low_clip_control	0.5	0.5
low_clip_control	0.4473684210526316	0.2105263157894736
other	0.3333333333333333	0.4166666666666667
other	0.7096774193548387	0.2258064516129032
low_clip_control	0.5	0.5
low_clip_control	0.675	0.15
other	0.8421052631578947	0.1052631578947368
low_clip_control	0.6	0.3
other	0.6666666666666666	0.3333333333333333
low_clip_control	0.5	0.3
low_clip_control	0.7647058823529411	0.1764705882352941
low_clip_control	0.9615384615384616	0.0
other	0.9775280898876404	0.0224719101123595
low_clip_control	0.5714285714285714	0.3809523809523809
low_clip_control	0.32	0.6
low_clip_control	0.6842105263157895	0.2631578947368421
low_clip_control	0.5	0.2
low_clip_control	0.4354838709677419	0.5483870967741935
low_clip_control	0.7	0.3
low_clip_control	0.8064516129032258	0.1290322580645161
other	0.3333333333333333	0.1666666666666666
low_clip_control	0.3333333333333333	0.3333333333333333
other	0.6388888888888888	0.3333333333333333
functional_target	0.6962025316455697	0.3037974683544304
low_clip_control	0.6896551724137931	0.2413793103448276
other	0.25	0.7272727272727273
low_clip_control	0.2307692307692307	0.6153846153846154
low_clip_control	0.217391304347826	0.6521739130434783
high_clip_target	0.3409090909090909	0.6590909090909091
low_clip_control	0.9166666666666666	0.0833333333333333
low_clip_control	0.8333333333333334	0.1296296296296296
low_clip_control	0.4	0.5333333333333333
other	0.7058823529411765	0.1764705882352941
low_clip_control	0.3684210526315789	0.631578947368421
low_clip_control	0.4090909090909091	0.5909090909090909
low_clip_control	0.6363636363636364	0.2727272727272727
low_clip_control	0.4285714285714285	0.5714285714285714
low_clip_control	0.8636363636363636	0.0454545454545454
low_clip_control	0.2333333333333333	0.7666666666666667
low_clip_control	0.8333333333333334	0.1666666666666666
other	0.4117647058823529	0.2352941176470588
low_clip_control	0.9772727272727272	0.0
low_clip_control	0.125	0.75
other	0.7777777777777778	0.1481481481481481
low_clip_control	0.0689655172413793	0.896551724137931
low_clip_control	0.6875	0.3125
other	0.4666666666666667	0.4
low_clip_control	0.7096774193548387	0.1612903225806451
low_clip_control	0.4	0.5666666666666667
other	0.4117647058823529	0.5294117647058824
other	0.1020408163265306	0.8163265306122449
other	0.9855072463768116	0.0144927536231884
low_clip_control	0.9	0.1
low_clip_control	0.7142857142857143	0.1428571428571428
other	0.8	0.2
low_clip_control	0.28125	0.59375
low_clip_control	0.6428571428571429	0.3571428571428571
low_clip_control	0.3636363636363636	0.4090909090909091
high_clip_target	0.3846153846153846	0.5384615384615384
low_clip_control	1.0	0.0
low_clip_control	0.2777777777777778	0.7222222222222222
other	0.15	0.65
low_clip_control	0.875	0.125
low_clip_control	0.5405405405405406	0.4054054054054054
low_clip_control	0.6666666666666666	0.0
low_clip_control	0.4705882352941176	0.3529411764705882
low_clip_control	0.9090909090909092	0.0909090909090909
low_clip_control	0.2558139534883721	0.7441860465116279
other	0.52	0.48
low_clip_control	0.625	0.125
low_clip_control	0.9142857142857144	0.0857142857142857
low_clip_control	0.4814814814814814	0.4074074074074074
low_clip_control	0.78125	0.21875
other	0.5609756097560976	0.4390243902439024
low_clip_control	0.8260869565217391	0.0869565217391304
other	0.25	0.65
low_clip_control	0.4285714285714285	0.5357142857142857
other	0.8275862068965517	0.1724137931034483
other	0.7916666666666666	0.2083333333333333
low_clip_control	0.6666666666666666	0.0952380952380952
low_clip_control	0.2222222222222222	0.6296296296296297
low_clip_control	0.9210526315789472	0.0789473684210526
low_clip_control	0.6666666666666666	0.3333333333333333
low_clip_control	0.4583333333333333	0.5
low_clip_control	0.3157894736842105	0.4736842105263157
low_clip_control	0.8666666666666667	0.1333333333333333
low_clip_control	0.9130434782608696	0.0434782608695652
low_clip_control	0.5909090909090909	0.0454545454545454
low_clip_control	0.9090909090909092	0.0
low_clip_control	0.0	0.5714285714285714
low_clip_control	0.25	0.75
low_clip_control	0.8333333333333334	0.1111111111111111
low_clip_control	0.95	0.0
low_clip_control	0.3285714285714285	0.6142857142857143
low_clip_control	0.625	0.375
low_clip_control	0.925925925925926	0.037037037037037
other	0.55	0.4
low_clip_control	0.9411764705882352	0.0
low_clip_control	0.3611111111111111	0.5833333333333334
other	0.5625	0.375
other	0.7	0.2
low_clip_control	0.4	0.6
low_clip_control	0.4893617021276595	0.4468085106382978
other	0.4827586206896552	0.4827586206896552
low_clip_control	0.4814814814814814	0.4814814814814814
low_clip_control	0.4444444444444444	0.5
other	0.3684210526315789	0.5263157894736842
low_clip_control	0.6842105263157895	0.1578947368421052
low_clip_control	0.6666666666666666	0.3333333333333333
other	0.375	0.6041666666666666
low_clip_control	0.3333333333333333	0.3333333333333333
low_clip_control	0.6666666666666666	0.3
other	1.0	0.0
other	0.8863636363636364	0.0984848484848484
high_clip_target	0.2	0.76
low_clip_control	0.9411764705882352	0.0588235294117647
low_clip_control	0.7692307692307693	0.0769230769230769
low_clip_control	0.5555555555555556	0.0
low_clip_control	0.6842105263157895	0.3157894736842105
low_clip_control	0.5161290322580645	0.4516129032258064
other	0.9	0.05
low_clip_control	0.4090909090909091	0.5909090909090909
other	0.9	0.1
other	1.0	0.0
low_clip_control	1.0	0.0
other	1.0	0.0
other	0.6	0.4
other	0.8421052631578947	0.1052631578947368
other	0.4444444444444444	0.5555555555555556
other	0.4642857142857143	0.4642857142857143
other	0.9333333333333332	0.0666666666666666
functional_target	0.631578947368421	0.3684210526315789
low_clip_control	0.4615384615384615	0.4615384615384615
high_clip_target	0.4285714285714285	0.5714285714285714
other	0.4285714285714285	0.4285714285714285
other	0.6666666666666666	0.2
functional_target	0.1842105263157894	0.7894736842105263
other	0.6363636363636364	0.2272727272727272
other	0.8	0.2
low_clip_control	0.5384615384615384	0.3846153846153846
functional_target	0.1666666666666666	0.8333333333333334
other	0.8701298701298701	0.1168831168831168
low_clip_control	0.7857142857142857	0.0714285714285714
low_clip_control	0.9	0.0666666666666666
other	0.8695652173913043	0.1304347826086956
other	0.7857142857142857	0.1071428571428571
other	0.4482758620689655	0.5517241379310345
functional_target	0.25	0.75
other	0.961904761904762	0.0095238095238095
low_clip_control	0.5555555555555556	0.1111111111111111
other	0.6052631578947368	0.2894736842105263
low_clip_control	0.6086956521739131	0.3478260869565217
functional_target	0.8688524590163934	0.0163934426229508
low_clip_control	0.2083333333333333	0.7916666666666666
high_clip_target	0.0	0.9333333333333332
high_clip_target	0.5779816513761468	0.4128440366972477
low_clip_control	0.3571428571428571	0.5
low_clip_control	0.8333333333333334	0.1111111111111111
other	0.9	0.0571428571428571
other	0.2857142857142857	0.5714285714285714
other	0.5106382978723404	0.4680851063829787
low_clip_control	0.8421052631578947	0.0526315789473684
low_clip_control	0.56	0.32
other	0.8666666666666667	0.1066666666666666
other	0.5625	0.3125
functional_target	0.4705882352941176	0.5
functional_target	0.5	0.3333333333333333
low_clip_control	0.64	0.36
other	0.5909090909090909	0.3181818181818182
functional_target	0.9387755102040816	0.0204081632653061
high_clip_target	0.52	0.44
other	0.6666666666666666	0.1666666666666666
low_clip_control	0.625	0.2916666666666667
other	0.6666666666666666	0.3333333333333333
functional_target	0.4482758620689655	0.4827586206896552
other	0.75	0.2142857142857142
other	0.3103448275862069	0.6551724137931034
low_clip_control	0.4473684210526316	0.5263157894736842
low_clip_control	0.3333333333333333	0.4166666666666667
low_clip_control	0.3023255813953488	0.6976744186046512
high_clip_target	0.15	0.85
other	0.5606060606060606	0.4393939393939394
other	0.8235294117647058	0.1176470588235294
other	0.7580645161290323	0.1774193548387097
other	0.52	0.44
low_clip_control	0.35	0.55
other	0.6341463414634146	0.3414634146341463
high_clip_target	0.2571428571428571	0.6571428571428571
other	0.6470588235294118	0.2941176470588235
low_clip_control	0.6666666666666666	0.3333333333333333
high_clip_target	1.0	0.0
functional_target	0.9411764705882352	0.0
low_clip_control	0.8378378378378378	0.1081081081081081
other	0.8688524590163934	0.1147540983606557
other	0.68	0.26
other	0.8181818181818182	0.1515151515151515
other	0.8	0.2
other	0.8113207547169812	0.1509433962264151
other	0.5172413793103449	0.4482758620689655
other	0.64	0.32
high_clip_target	0.4583333333333333	0.4583333333333333
low_clip_control	0.7647058823529411	0.2352941176470588
high_clip_target	0.6	0.35
other	0.4736842105263157	0.4736842105263157
low_clip_control	0.0392156862745098	0.9607843137254902
functional_target	0.9411764705882352	0.0588235294117647
other	0.72	0.24
low_clip_control	0.3541666666666667	0.5
low_clip_control	0.5833333333333334	0.3333333333333333
other	0.92	0.0
other	0.7428571428571429	0.2285714285714285
low_clip_control	0.375	0.5
other	0.3125	0.6458333333333334
high_clip_target	0.85	0.125
low_clip_control	0.3076923076923077	0.6153846153846154
other	0.25	0.7142857142857143
other	0.3846153846153846	0.6153846153846154
low_clip_control	0.7037037037037037	0.2222222222222222
low_clip_control	0.6511627906976745	0.2093023255813953
other	0.282051282051282	0.6923076923076923
functional_target	0.9423076923076924	0.0192307692307692
low_clip_control	0.6428571428571429	0.2857142857142857
high_clip_target	0.6875	0.1875
other	0.8867924528301887	0.0566037735849056
other	0.7142857142857143	0.25
low_clip_control	0.8571428571428571	0.0476190476190476
other	0.4	0.4
other	0.627906976744186	0.3720930232558139
other	0.9193548387096774	0.0483870967741935
low_clip_control	0.7530864197530864	0.2222222222222222
other	0.9722222222222222	0.0277777777777777
other	0.48	0.4
other	1.0	0.0
other	0.0909090909090909	0.8181818181818182
low_clip_control	0.4242424242424242	0.4848484848484848
low_clip_control	0.5806451612903226	0.2903225806451613
low_clip_control	0.6666666666666666	0.3333333333333333
other	0.2083333333333333	0.7916666666666666
low_clip_control	0.6	0.3
low_clip_control	0.0588235294117647	0.9411764705882352
low_clip_control	0.6571428571428571	0.3428571428571428
high_clip_target	0.5142857142857142	0.4285714285714285
other	0.3513513513513513	0.5675675675675675
other	0.1875	0.8125
other	0.1142857142857142	0.8571428571428571
other	0.8571428571428571	0.1428571428571428
other	0.2631578947368421	0.5263157894736842
low_clip_control	0.4444444444444444	0.4444444444444444
other	0.5714285714285714	0.4285714285714285
other	0.7333333333333333	0.2
low_clip_control	0.6049382716049383	0.345679012345679
low_clip_control	0.8	0.1
other	0.8181818181818182	0.1818181818181818
other	0.5614035087719298	0.4385964912280701
high_clip_target	0.5151515151515151	0.4848484848484848
other	0.358695652173913	0.6304347826086957
functional_target	0.6764705882352942	0.3235294117647059
other	0.7	0.3
low_clip_control	0.7272727272727273	0.2727272727272727
other	0.2352941176470588	0.7352941176470589
low_clip_control	0.1875	0.4375
other	0.4	0.45
other	0.1538461538461538	0.7948717948717948
functional_target	0.375	0.53125
other	0.8552631578947368	0.131578947368421
other	0.25	0.75
other	0.3928571428571428	0.5714285714285714
low_clip_control	0.8571428571428571	0.0
low_clip_control	0.9333333333333332	0.0
other	0.2857142857142857	0.6190476190476191
low_clip_control	0.5	0.5
other	0.6818181818181818	0.3181818181818182
low_clip_control	0.6538461538461539	0.3076923076923077
other	0.4035087719298245	0.543859649122807
other	0.7857142857142857	0.2142857142857142
low_clip_control	0.7777777777777778	0.2037037037037037
low_clip_control	0.4565217391304347	0.4565217391304347
low_clip_control	0.2	0.56
other	0.7142857142857143	0.238095238095238
other	0.2195121951219512	0.7804878048780488
other	0.6444444444444445	0.2888888888888888
low_clip_control	0.5625	0.4375
other	0.6470588235294118	0.1176470588235294
high_clip_target	0.7872340425531915	0.1063829787234042
low_clip_control	0.6666666666666666	0.238095238095238
low_clip_control	0.75	0.25
low_clip_control	0.8194444444444444	0.1388888888888889
low_clip_control	0.6666666666666666	0.0
other	0.9393939393939394	0.0606060606060606
low_clip_control	0.3333333333333333	0.6666666666666666
low_clip_control	0.825	0.175
other	0.5652173913043478	0.4347826086956521
high_clip_target	0.625	0.125
other	0.6363636363636364	0.3636363636363636
low_clip_control	0.6086956521739131	0.3043478260869565
low_clip_control	0.8095238095238095	0.1428571428571428
low_clip_control	0.8333333333333334	0.1666666666666666
low_clip_control	0.7115384615384616	0.2884615384615384
low_clip_control	0.8235294117647058	0.1176470588235294
low_clip_control	0.6666666666666666	0.3333333333333333
low_clip_control	0.6	0.4
other	0.16	0.84
other	0.375	0.5416666666666666
low_clip_control	0.4193548387096774	0.5161290322580645
low_clip_control	0.75	0.25
other	0.0066445182724252	0.9933554817275748
other	0.5714285714285714	0.4107142857142857
low_clip_control	0.375	0.5625
low_clip_control	0.7857142857142857	0.1428571428571428
other	0.7142857142857143	0.2857142857142857
low_clip_control	0.3148148148148148	0.5740740740740741
low_clip_control	0.84375	0.15625
low_clip_control	0.2631578947368421	0.6842105263157895
other	0.5714285714285714	0.4285714285714285
low_clip_control	0.1666666666666666	0.7083333333333334
low_clip_control	0.5555555555555556	0.4444444444444444
low_clip_control	0.7678571428571429	0.2142857142857142
low_clip_control	0.6388888888888888	0.1666666666666666
other	0.2807017543859649	0.6666666666666666
low_clip_control	0.6923076923076923	0.3076923076923077
other	0.55	0.4
low_clip_control	1.0	0.0
other	0.3548387096774194	0.6129032258064516
low_clip_control	0.375	0.5625
low_clip_control	0.625	0.375
other	0.5555555555555556	0.4444444444444444
low_clip_control	0.5555555555555556	0.4444444444444444
high_clip_target	0.6206896551724138	0.3103448275862069
other	0.8823529411764706	0.0588235294117647
functional_target	0.1724137931034483	0.6896551724137931
low_clip_control	0.6	0.36
low_clip_control	0.8	0.0666666666666666
low_clip_control	0.625	0.125
other	0.4666666666666667	0.4666666666666667
other	0.625	0.25
functional_target	0.6296296296296297	0.3703703703703703
low_clip_control	0.4761904761904761	0.5238095238095238
high_clip_target	0.946236559139785	0.032258064516129
low_clip_control	0.8620689655172413	0.1034482758620689
low_clip_control	0.6470588235294118	0.1764705882352941
high_clip_target	0.3461538461538461	0.5769230769230769
high_clip_target	0.2727272727272727	0.5454545454545454
low_clip_control	1.0	0.0
other	0.8571428571428571	0.1428571428571428
other	0.8823529411764706	0.1176470588235294
other	0.8571428571428571	0.1071428571428571
low_clip_control	0.6610169491525424	0.3050847457627119
other	0.5	0.2
other	0.1034482758620689	0.8793103448275862
other	0.7962962962962963	0.1296296296296296
other	0.5263157894736842	0.4736842105263157
low_clip_control	0.5	0.45
other	0.6727272727272727	0.3272727272727272
other	0.6470588235294118	0.1176470588235294
low_clip_control	0.7333333333333333	0.2666666666666666
low_clip_control	0.6842105263157895	0.2105263157894736
other	0.4358974358974359	0.5128205128205128
high_clip_target	0.7209302325581395	0.2558139534883721
low_clip_control	0.6	0.4
low_clip_control	0.8666666666666667	0.1333333333333333
high_clip_target	0.7777777777777778	0.2222222222222222
other	0.9428571428571428	0.0428571428571428
low_clip_control	1.0	0.0
low_clip_control	0.85	0.15
other	0.8	0.0
low_clip_control	0.5555555555555556	0.4259259259259259
low_clip_control	1.0	0.0
other	0.9310344827586208	0.0689655172413793
low_clip_control	0.5384615384615384	0.4615384615384615
other	0.2857142857142857	0.6428571428571429
low_clip_control	0.1818181818181818	0.8181818181818182
low_clip_control	0.8656716417910447	0.1194029850746268
other	0.36	0.56
low_clip_control	0.9166666666666666	0.0833333333333333
low_clip_control	0.5333333333333333	0.4
low_clip_control	0.875	0.0
other	0.74	0.26
low_clip_control	0.8148148148148148	0.1111111111111111
other	0.3448275862068966	0.6551724137931034
low_clip_control	0.8	0.0
other	0.7857142857142857	0.0714285714285714
other	0.5416666666666666	0.375
low_clip_control	0.6166666666666667	0.35
low_clip_control	0.1818181818181818	0.8181818181818182
low_clip_control	0.8571428571428571	0.1428571428571428
other	0.5263157894736842	0.4736842105263157
low_clip_control	0.6511627906976745	0.3255813953488372
other	0.2345679012345679	0.7654320987654321
other	0.6111111111111112	0.2777777777777778
other	0.4444444444444444	0.5555555555555556
low_clip_control	0.4615384615384615	0.3076923076923077
low_clip_control	0.9666666666666668	0.0333333333333333
low_clip_control	0.9230769230769232	0.0384615384615384
low_clip_control	0.8571428571428571	0.1428571428571428
low_clip_control	0.8235294117647058	0.1764705882352941
other	0.6923076923076923	0.2307692307692307
other	0.1764705882352941	0.7647058823529411
low_clip_control	0.5789473684210527	0.4210526315789473
low_clip_control	0.6071428571428571	0.25
low_clip_control	0.85	0.125
low_clip_control	0.75	0.25
low_clip_control	0.6875	0.3125
other	0.8888888888888888	0.0555555555555555
functional_target	0.4	0.5333333333333333
other	0.902439024390244	0.048780487804878
low_clip_control	0.7142857142857143	0.1428571428571428
high_clip_target	0.92	0.08
other	0.44	0.44
other	0.9473684210526316	0.0526315789473684
low_clip_control	1.0	0.0
low_clip_control	0.8888888888888888	0.0
low_clip_control	0.6206896551724138	0.1724137931034483
other	1.0	0.0
low_clip_control	0.6521739130434783	0.3478260869565217
low_clip_control	0.9090909090909092	0.0
low_clip_control	0.64	0.36
low_clip_control	0.6	0.3
low_clip_control	0.3636363636363636	0.5757575757575758
other	0.1111111111111111	0.8888888888888888
other	0.4705882352941176	0.4705882352941176
low_clip_control	0.4285714285714285	0.5714285714285714
other	0.5517241379310345	0.4482758620689655
other	0.4	0.5333333333333333
other	0.53125	0.4375
low_clip_control	0.9696969696969696	0.0303030303030303
low_clip_control	0.6363636363636364	0.3636363636363636
low_clip_control	0.5882352941176471	0.0588235294117647
low_clip_control	0.875	0.125
low_clip_control	0.5	0.4166666666666667
other	0.3953488372093023	0.5813953488372093
low_clip_control	0.9090909090909092	0.0
other	0.2894736842105263	0.6842105263157895
high_clip_target	0.2051282051282051	0.717948717948718
other	0.2702702702702703	0.7027027027027027
other	0.8	0.2
other	0.75	0.25
low_clip_control	0.75	0.25
low_clip_control	0.3571428571428571	0.5714285714285714
low_clip_control	0.7142857142857143	0.1428571428571428
other	0.8787878787878788	0.1212121212121212
other	0.7746478873239436	0.2253521126760563
low_clip_control	0.6296296296296297	0.2592592592592592
low_clip_control	0.7916666666666666	0.1666666666666666
low_clip_control	0.5833333333333334	0.375
other	0.8571428571428571	0.0952380952380952
other	0.4444444444444444	0.5555555555555556
low_clip_control	0.5384615384615384	0.4615384615384615
other	0.3888888888888889	0.5925925925925926
high_clip_target	0.9230769230769232	0.0769230769230769
low_clip_control	1.0	0.0
other	0.1666666666666666	0.8055555555555556
high_clip_target	0.2972972972972973	0.7027027027027027
low_clip_control	0.5862068965517241	0.3793103448275862
functional_target	0.175	0.775
high_clip_target	0.85	0.1
other	0.5555555555555556	0.4166666666666667
high_clip_target	0.9736842105263158	0.0263157894736842
other	0.2307692307692307	0.6923076923076923
high_clip_target	0.9857142857142858	0.0
high_clip_target	0.5217391304347826	0.4347826086956521
functional_target	0.5454545454545454	0.4545454545454545
other	0.1451612903225806	0.8064516129032258
high_clip_target	0.4642857142857143	0.4642857142857143
other	0.3333333333333333	0.5238095238095238
low_clip_control	0.6	0.4
other	0.9583333333333334	0.0416666666666666
low_clip_control	0.8529411764705882	0.1470588235294117
low_clip_control	0.5	0.5
high_clip_target	0.7014925373134329	0.2835820895522388
high_clip_target	0.934959349593496	0.056910569105691
other	0.4782608695652174	0.4347826086956521
other	0.2272727272727272	0.75
other	0.5454545454545454	0.4545454545454545
other	0.6619718309859155	0.3098591549295774
other	0.6666666666666666	0.3333333333333333
other	0.5	0.3181818181818182
low_clip_control	0.8387096774193549	0.1612903225806451
other	0.3076923076923077	0.6153846153846154
low_clip_control	0.8125	0.125
other	0.5263157894736842	0.4210526315789473
low_clip_control	0.6	0.2
other	1.0	0.0
other	0.2325581395348837	0.6976744186046512
low_clip_control	0.2857142857142857	0.7142857142857143
high_clip_target	0.5	0.4285714285714285
other	0.5961538461538461	0.3461538461538461
other	0.7	0.3
low_clip_control	0.6111111111111112	0.3333333333333333
functional_target	0.2142857142857142	0.7857142857142857
other	0.3421052631578947	0.5526315789473685
other	0.5	0.4615384615384615
other	0.7567567567567568	0.1891891891891892
other	0.6666666666666666	0.3095238095238095
low_clip_control	0.4090909090909091	0.5909090909090909
low_clip_control	0.3833333333333333	0.6166666666666667
other	0.4285714285714285	0.5714285714285714
other	0.9375	0.0625
high_clip_target	0.6	0.4
low_clip_control	0.4827586206896552	0.3620689655172414
other	0.7142857142857143	0.0
high_clip_target	0.4615384615384615	0.5
high_clip_target	0.5952380952380952	0.4047619047619047
other	0.6808510638297872	0.2553191489361702
low_clip_control	0.8333333333333334	0.1666666666666666
low_clip_control	0.8157894736842105	0.1578947368421052
other	0.6	0.4
other	0.5789473684210527	0.3947368421052631
other	0.4444444444444444	0.5111111111111111
low_clip_control	0.6190476190476191	0.238095238095238
low_clip_control	0.9333333333333332	0.0666666666666666
other	0.5686274509803921	0.3333333333333333
low_clip_control	0.7674418604651163	0.2325581395348837
low_clip_control	0.36	0.64
low_clip_control	0.6862745098039216	0.2745098039215686
low_clip_control	0.4827586206896552	0.5172413793103449
other	0.8	0.1454545454545454
other	0.9166666666666666	0.0166666666666666
other	0.7058823529411765	0.1764705882352941
low_clip_control	0.9375	0.0
other	0.75	0.25
other	0.5178571428571429	0.4821428571428571
other	0.7333333333333333	0.2666666666666666
high_clip_target	0.825	0.125
low_clip_control	0.9	0.0
low_clip_control	0.6071428571428571	0.3571428571428571
other	0.9230769230769232	0.0769230769230769
other	1.0	0.0
other	0.7333333333333333	0.1333333333333333
low_clip_control	0.76	0.2
low_clip_control	0.8333333333333334	0.1666666666666666
low_clip_control	0.4545454545454545	0.5454545454545454
other	0.375	0.375
low_clip_control	0.8125	0.125
other	0.7209302325581395	0.2558139534883721
low_clip_control	0.6909090909090909	0.3090909090909091
low_clip_control	0.625	0.25
low_clip_control	0.5	0.4545454545454545
other	0.2545454545454545	0.6
low_clip_control	0.7777777777777778	0.2
low_clip_control	0.7727272727272727	0.0681818181818181
low_clip_control	0.3902439024390244	0.4634146341463415
other	0.8636363636363636	0.0227272727272727
low_clip_control	1.0	0.0
low_clip_control	0.6666666666666666	0.2666666666666666
other	1.0	0.0
low_clip_control	0.8888888888888888	0.0
low_clip_control	0.8301886792452831	0.1509433962264151
low_clip_control	0.6470588235294118	0.3235294117647059
low_clip_control	0.1428571428571428	0.8571428571428571
low_clip_control	0.8787878787878788	0.0606060606060606
low_clip_control	0.8888888888888888	0.1111111111111111
low_clip_control	0.8846153846153846	0.0384615384615384
high_clip_target	0.2807017543859649	0.7192982456140351
low_clip_control	0.4705882352941176	0.5
other	0.7272727272727273	0.2424242424242424
low_clip_control	0.5303030303030303	0.4696969696969697
low_clip_control	0.7894736842105263	0.1842105263157894
other	0.0833333333333333	0.8333333333333334
low_clip_control	1.0	0.0
other	0.2727272727272727	0.0909090909090909
low_clip_control	0.8181818181818182	0.1818181818181818
other	0.7142857142857143	0.2857142857142857
other	0.5217391304347826	0.4782608695652174
other	0.8181818181818182	0.1363636363636363
low_clip_control	0.6666666666666666	0.3333333333333333
other	0.7368421052631579	0.0526315789473684
other	0.375	0.625
other	0.6944444444444444	0.3055555555555556
other	0.2631578947368421	0.631578947368421
low_clip_control	0.7358490566037735	0.2452830188679245
low_clip_control	0.7307692307692307	0.1923076923076923
low_clip_control	0.9215686274509804	0.0588235294117647
low_clip_control	0.8461538461538461	0.1538461538461538
low_clip_control	0.5	0.5
low_clip_control	0.7647058823529411	0.2352941176470588
other	0.5454545454545454	0.4545454545454545
low_clip_control	0.7	0.2
functional_target	0.5185185185185185	0.4629629629629629
other	0.3	0.6
low_clip_control	0.3846153846153846	0.6153846153846154
other	0.631578947368421	0.3157894736842105
low_clip_control	0.9824561403508772	0.0175438596491228
low_clip_control	0.6666666666666666	0.0
other	0.6	0.4
low_clip_control	0.6190476190476191	0.3492063492063492
low_clip_control	0.8888888888888888	0.0
low_clip_control	0.6779661016949152	0.2203389830508474
other	0.8095238095238095	0.1428571428571428
low_clip_control	0.5714285714285714	0.3809523809523809
other	0.3846153846153846	0.5384615384615384
low_clip_control	0.3333333333333333	0.4285714285714285
low_clip_control	0.7777777777777778	0.0
low_clip_control	0.52	0.44
other	0.1509433962264151	0.8301886792452831
other	0.7307692307692307	0.2307692307692307
low_clip_control	0.375	0.625
low_clip_control	0.8571428571428571	0.0714285714285714
low_clip_control	0.8709677419354839	0.0967741935483871
low_clip_control	0.4444444444444444	0.5555555555555556
