group	fraction_aag_like_cds	fraction_aag_like_3utr
low_clip_control	0.6470588235294118	0.2941176470588235
low_clip_control	0.5	0.5
low_clip_control	1.0	0.0
low_clip_control	0.6111111111111112	0.3888888888888889
other	0.5	0.3947368421052631
low_clip_control	0.8076923076923077	0.1923076923076923
other	0.6190476190476191	0.2857142857142857
other	0.75	0.0
other	0.4479166666666667	0.5416666666666666
low_clip_control	0.5294117647058824	0.4705882352941176
low_clip_control	0.75	0.1875
low_clip_control	0.9545454545454546	0.0
low_clip_control	0.9166666666666666	0.0833333333333333
other	0.64	0.32
other	0.6	0.4
low_clip_control	0.8958333333333334	0.0833333333333333
low_clip_control	0.5625	0.375
low_clip_control	0.9	0.0
other	0.4705882352941176	0.4117647058823529
low_clip_control	0.0	1.0
other	0.75	0.25
low_clip_control	0.9705882352941176	0.0
low_clip_control	0.2307692307692307	0.6153846153846154
other	0.4444444444444444	0.5555555555555556
other	0.2857142857142857	0.6666666666666666
low_clip_control	0.7894736842105263	0.1052631578947368
low_clip_control	0.5789473684210527	0.1052631578947368
other	0.875	0.125
low_clip_control	0.6666666666666666	0.1428571428571428
other	0.5357142857142857	0.3571428571428571
other	0.3636363636363636	0.6363636363636364
other	0.8333333333333334	0.0833333333333333
other	0.5	0.0
other	0.2857142857142857	0.673469387755102
low_clip_control	0.9090909090909092	0.0454545454545454
low_clip_control	0.875	0.0833333333333333
other	0.3333333333333333	0.6666666666666666
low_clip_control	0.7142857142857143	0.2857142857142857
low_clip_control	0.65	0.3
low_clip_control	0.75	0.0
other	0.5526315789473685	0.3947368421052631
other	0.7777777777777778	0.1851851851851851
low_clip_control	0.4444444444444444	0.1111111111111111
low_clip_control	0.3571428571428571	0.6428571428571429
low_clip_control	0.9166666666666666	0.0277777777777777
low_clip_control	0.3666666666666666	0.6
functional_target	0.9642857142857144	0.0
other	0.5833333333333334	0.2916666666666667
low_clip_control	0.782608695652174	0.1304347826086956
low_clip_control	0.65	0.05
low_clip_control	0.4516129032258064	0.5483870967741935
other	0.6875	0.0625
low_clip_control	0.7241379310344828	0.1379310344827586
low_clip_control	0.9746835443037974	0.0
high_clip_target	0.2631578947368421	0.7368421052631579
low_clip_control	0.9615384615384616	0.0384615384615384
low_clip_control	0.7	0.3
low_clip_control	0.6818181818181818	0.2272727272727272
other	0.2753623188405797	0.7246376811594203
low_clip_control	0.8548387096774194	0.1451612903225806
other	0.8285714285714286	0.1428571428571428
other	0.8421052631578947	0.0
low_clip_control	0.6326530612244898	0.2653061224489796
low_clip_control	1.0	0.0
other	0.6923076923076923	0.1538461538461538
other	0.5	0.0
other	0.7333333333333333	0.2666666666666666
low_clip_control	0.8285714285714286	0.1428571428571428
high_clip_target	0.7845303867403315	0.2154696132596685
low_clip_control	0.34375	0.5625
low_clip_control	0.2	0.6
low_clip_control	0.8631578947368421	0.0631578947368421
low_clip_control	0.9	0.04
low_clip_control	0.7	0.2
other	0.6363636363636364	0.1818181818181818
low_clip_control	0.5	0.25
low_clip_control	0.55	0.4
low_clip_control	0.3846153846153846	0.6153846153846154
low_clip_control	0.1818181818181818	0.5454545454545454
low_clip_control	0.875	0.0833333333333333
other	0.1724137931034483	0.8275862068965517
other	0.9090909090909092	0.0
low_clip_control	0.4444444444444444	0.5
other	0.1964285714285714	0.8035714285714286
low_clip_control	0.8421052631578947	0.0526315789473684
low_clip_control	0.66	0.32
low_clip_control	0.7058823529411765	0.2352941176470588
high_clip_target	0.5	0.4761904761904761
other	0.7142857142857143	0.0
low_clip_control	0.8	0.2
low_clip_control	0.7857142857142857	0.2142857142857142
low_clip_control	0.6031746031746031	0.3492063492063492
other	0.2045454545454545	0.7954545454545454
low_clip_control	0.8333333333333334	0.1
low_clip_control	0.8181818181818182	0.1818181818181818
other	0.75	0.1666666666666666
low_clip_control	0.5	0.5
low_clip_control	0.6153846153846154	0.3461538461538461
low_clip_control	0.9696969696969696	0.0303030303030303
other	0.6632653061224489	0.2959183673469387
low_clip_control	0.2	0.8
low_clip_control	0.6666666666666666	0.25
low_clip_control	0.6153846153846154	0.3846153846153846
other	0.4814814814814814	0.4074074074074074
other	0.8636363636363636	0.0909090909090909
low_clip_control	0.8611111111111112	0.0555555555555555
other	0.1333333333333333	0.8666666666666667
low_clip_control	0.7666666666666667	0.2333333333333333
other	0.5833333333333334	0.0833333333333333
low_clip_control	0.8461538461538461	0.0
low_clip_control	0.4	0.45
low_clip_control	0.4761904761904761	0.5238095238095238
other	0.2857142857142857	0.7142857142857143
other	0.8235294117647058	0.1764705882352941
high_clip_target	0.5740740740740741	0.3888888888888889
other	0.3043478260869565	0.6956521739130435
low_clip_control	0.4782608695652174	0.2608695652173913
low_clip_control	0.6	0.2
low_clip_control	0.6	0.4
other	0.725	0.275
low_clip_control	0.6956521739130435	0.3043478260869565
low_clip_control	1.0	0.0
low_clip_control	0.625	0.0
low_clip_control	0.9230769230769232	0.0
low_clip_control	0.4545454545454545	0.3636363636363636
low_clip_control	0.7777777777777778	0.1111111111111111
high_clip_target	0.2727272727272727	0.7121212121212122
low_clip_control	0.0	0.975
other	0.75	0.2321428571428571
low_clip_control	1.0	0.0
low_clip_control	0.6153846153846154	0.3846153846153846
high_clip_target	0.6363636363636364	0.2727272727272727
low_clip_control	0.7777777777777778	0.2222222222222222
low_clip_control	0.7945205479452054	0.1506849315068493
low_clip_control	0.8333333333333334	0.1458333333333333
low_clip_control	0.75	0.1875
low_clip_control	0.85	0.1
other	0.8301886792452831	0.1698113207547169
low_clip_control	0.6	0.3333333333333333
low_clip_control	0.8181818181818182	0.0454545454545454
low_clip_control	0.5	0.375
other	0.7142857142857143	0.25
other	0.6470588235294118	0.0588235294117647
low_clip_control	0.6	0.3
other	0.6551724137931034	0.2068965517241379
low_clip_control	0.9393939393939394	0.0303030303030303
other	0.9285714285714286	0.0714285714285714
low_clip_control	0.945945945945946	0.027027027027027
low_clip_control	0.75	0.125
low_clip_control	0.5714285714285714	0.2857142857142857
other	0.8846153846153846	0.0769230769230769
low_clip_control	0.75	0.125
other	0.9565217391304348	0.0434782608695652
other	1.0	0.0
other	0.5384615384615384	0.3846153846153846
low_clip_control	0.4285714285714285	0.4761904761904761
other	0.3076923076923077	0.5769230769230769
other	0.8073394495412844	0.1559633027522936
low_clip_control	0.9090909090909092	0.0454545454545454
other	0.9	0.0
other	0.7	0.1
other	0.4545454545454545	0.4545454545454545
low_clip_control	0.6956521739130435	0.2608695652173913
other	0.1794871794871795	0.7948717948717948
other	0.8333333333333334	0.125
low_clip_control	0.8421052631578947	0.1578947368421052
low_clip_control	0.5	0.5
other	0.1818181818181818	0.7727272727272727
low_clip_control	0.9069767441860463	0.0697674418604651
low_clip_control	0.8333333333333334	0.0833333333333333
low_clip_control	0.2941176470588235	0.6764705882352942
low_clip_control	1.0	0.0
low_clip_control	0.9761904761904762	0.0238095238095238
low_clip_control	0.7763157894736842	0.2236842105263158
other	0.3793103448275862	0.6206896551724138
other	0.5238095238095238	0.3809523809523809
other	0.8888888888888888	0.1111111111111111
other	0.6470588235294118	0.1764705882352941
low_clip_control	0.9615384615384616	0.0384615384615384
low_clip_control	0.4	0.1
high_clip_target	0.5277777777777778	0.4444444444444444
other	0.8	0.2
other	0.2638888888888889	0.7361111111111112
high_clip_target	0.9298245614035088	0.0175438596491228
other	0.5172413793103449	0.4482758620689655
low_clip_control	0.5	0.3888888888888889
low_clip_control	0.5357142857142857	0.4285714285714285
other	0.8214285714285714	0.1785714285714285
low_clip_control	0.7333333333333333	0.2333333333333333
low_clip_control	0.8333333333333334	0.0416666666666666
low_clip_control	0.6875	0.3125
other	0.9375	0.0625
other	0.3636363636363636	0.5909090909090909
low_clip_control	0.7333333333333333	0.2666666666666666
low_clip_control	0.6363636363636364	0.1818181818181818
low_clip_control	0.6923076923076923	0.0769230769230769
other	0.5833333333333334	0.2222222222222222
high_clip_target	0.5757575757575758	0.4242424242424242
other	0.2580645161290322	0.6451612903225806
other	0.4545454545454545	0.3636363636363636
low_clip_control	0.7142857142857143	0.1428571428571428
low_clip_control	0.2195121951219512	0.7804878048780488
low_clip_control	0.625	0.3125
low_clip_control	0.4482758620689655	0.5172413793103449
low_clip_control	0.75	0.25
other	0.8571428571428571	0.1428571428571428
low_clip_control	0.5714285714285714	0.0
other	0.1111111111111111	0.7777777777777778
low_clip_control	0.8	0.2
low_clip_control	0.8421052631578947	0.1578947368421052
other	0.8518518518518519	0.1296296296296296
low_clip_control	0.48	0.16
other	0.1020408163265306	0.7346938775510204
low_clip_control	0.7560975609756098	0.2195121951219512
other	0.3	0.6
other	0.2692307692307692	0.6538461538461539
other	0.3	0.475
low_clip_control	0.2307692307692307	0.7692307692307693
other	0.5	0.5
low_clip_control	0.7	0.1
low_clip_control	0.8181818181818182	0.0
other	0.8888888888888888	0.1111111111111111
high_clip_target	0.8666666666666667	0.1333333333333333
low_clip_control	0.72	0.2
low_clip_control	0.75	0.2
high_clip_target	0.9829059829059827	0.017094017094017
other	0.4590163934426229	0.4754098360655737
low_clip_control	0.7777777777777778	0.0555555555555555
low_clip_control	0.6875	0.28125
low_clip_control	0.8571428571428571	0.1071428571428571
low_clip_control	0.8571428571428571	0.0476190476190476
low_clip_control	0.5238095238095238	0.4523809523809524
other	0.375	0.5
low_clip_control	0.8214285714285714	0.0714285714285714
low_clip_control	0.625	0.25
low_clip_control	0.2916666666666667	0.4166666666666667
low_clip_control	0.6875	0.25
high_clip_target	0.6756756756756757	0.3108108108108108
low_clip_control	0.75	0.25
low_clip_control	0.8636363636363636	0.0454545454545454
low_clip_control	0.5	0.5
low_clip_control	0.25	0.625
low_clip_control	0.6190476190476191	0.3809523809523809
low_clip_control	1.0	0.0
low_clip_control	0.9090909090909092	0.0681818181818181
low_clip_control	0.4666666666666667	0.1333333333333333
low_clip_control	0.8	0.15
low_clip_control	0.5	0.3333333333333333
other	0.2666666666666666	0.6666666666666666
other	0.7741935483870968	0.064516129032258
